	word	proposed_splitting	count_pre	count_post
2309	dimensions		1	
2310	economicloss	['economic', 'loss']	1	
2311	dumsor		1	
2312	starbuckssavescoffee		1	
2313	bamboo		1	
2314	droneview	['drone', 'view']	1	
2315	fire		4	
2316	lindseygraham		1	
2317	gnss		1	
2318	coverup	['cover', 'up']	1	
2319	bold		1	
2320	ebafosa		1	
2321	禅学		3	
2322	frackedgas	['f', 'racked', 'gas']	2	
2323	aacc		4	
2324	tagged		1	
2325	grnbz		2	
2326	trumpprotests	['trump', 'protests']	1	
2327	quizalert	['quiz', 'alert']	1	
2328	c27j	['c', '27', 'j']	1	
2329	build4resilience	['build', '4', 'resilience']	1	
2330	3dprinting	['3', 'd', 'printing']	1	
2331	fungi		1	
2332	indiaelections2019		1	
2333	natcaphub		2	
2334	obesity		4	
2335	sequestration		1	
2336	greenbond	['green', 'bond']	1	
2337	windmillscausecancer	['windmills', 'cause', 'cancer']	1	
2338	cad		1	2.0
2339	fightforyourworld	['fight', 'for', 'your', 'world']	1	
2340	whales		3	1.0
2341	purebs		1	
2342	tiredearth	['tired', 'earth']	9	
2343	mekongdelta		1	
2344	greenhouse		7	1.0
2345	depreciatedcedi		1	
2346	landdegradation	['land', 'degradation']	2	2.0
2347	communist		1	
2348	young		1	
2349	saturday		2	1.0
2350	tncnigeria		1	
2351	veganism		1	3.0
2352	stayinformedcc	['stay', 'informed', 'cc']	2	
2353	atoms4life	['atoms', '4', 'life']	1	
2354	ecohabits	['e', 'cohabits']	1	
2355	invasivespecies	['invasive', 'species']	2	
2356	climatechangeelection	['climate', 'change', 'election']	1	
2357	eyeonearth	['eye', 'on', 'earth']	1	
2358	lossanddamage	['loss', 'and', 'damage']	2	
2359	impeach		1	
2360	saveourplanet	['save', 'our', 'planet']	2	5.0
2361	economics		2	3.0
2362	eastafrica		1	
2363	rimfire	['rim', 'fire']	1	
2364	whenitisthishotoutside	['when', 'it', 'is', 'this', 'hot', 'outside']	1	
2365	ourclimateyoursay	['our', 'climate', 'your', 'say']	1	
2366	wedonothavetime	['we', 'do', 'not', 'have', 'time']	1	
2367	starwars	['star', 'wars']	1	
2368	euopen4business		1	
2369	nuclearisthesolution	['nuclear', 'is', 'the', 'solution']	1	
2370	volvo		1	
2371	herring		1	
2372	cop21	['cop', '21']	9	
2373	iceaddiction	['ice', 'addiction']	1	
2374	senegal		2	
2375	nukes		1	
2376	nomammalmanifesto	['no', 'mammal', 'manifesto']	1	
2377	engsoyouth		1	
2378	hightime	['high', 'time']	1	
2379	catastrophe		1	
2380	climateviz	['climate', 'viz']	2	
2381	solarisnow		1	
2382	firepruitt	['fire', 'pr', 'u', 'it', 't']	4	
2383	euco		3	
2384	crackerplant	['cracker', 'plant']	1	
2385	shadesofnature	['shades', 'of', 'nature']	1	
2386	chemicalpollution	['chemical', 'pollution']	1	
2387	empowerment		3	
2388	musselsarecool	['mussels', 'are', 'cool']	3	
2389	harbinger		1	
2390	trumprussia		1	2.0
2391	hypocrisy		2	
2392	motherfuckers		2	
2393	cambioclimatico		1	5.0
2394	2		1	2.0
2395	toyota		1	
2396	kidsincages	['kids', 'in', 'cages']	2	
2397	voteforclimate	['vote', 'for', 'climate']	2	
2398	saturdaymorning		6	3.0
2399	imperialism		1	
2400	humanitarianism		1	
2401	livingthechange	['living', 'the', 'change']	1	
2402	qc		1	
2403	ouroceans	['our', 'oceans']	2	
2404	packagingfree	['packaging', 'free']	1	
2405	teachsdgs		5	
2406	gilletjaunes		1	
2407	arrestmnuchin		1	
2408	eireview		1	
2409	fairness		1	
2410	climatetalk	['climate', 'talk']	1	
2411	wellregulated	['well', 'regulated']	1	1.0
2412	h2ocontext	['h', '2', 'o', 'context']	1	
2413	buildingcodes	['building', 'codes']	1	
2414	salary		1	
2415	modernise		1	
2416	dumbledoresarmy		1	
2417	oxford		2	
2418	do		1	
2419	ottawa		2	
2420	trumpnotwelcome	['trump', 'not', 'welcome']	1	
2421	disasterhist	['disaster', 'hist']	1	
2422	space		1	
2423	biomethane	['bio', 'methane']	2	2.0
2424	ourplanetourfuture	['our', 'planet', 'our', 'future']	1	
2425	oregon		1	
2426	genderresponsive	['gender', 'responsive']	1	
2427	blogging		1	1.0
2428	globalstrike	['global', 'strike']	1	
2429	hillarywarnedus		1	1.0
2430	employees		1	
2431	combatclimatechange	['combat', 'climate', 'change']	1	
2432	worldchimpanzeeday	['world', 'chimpanzee', 'day']	2	
2433	homepod	['home', 'pod']	1	2.0
2434	stopmotion	['stop', 'motion']	2	
2435	true		1	
2436	massextinction	['mass', 'extinction']	3	
2437	fightingaliens	['fighting', 'aliens']	1	
2438	cheese		1	
2439	fighton	['fight', 'on']	1	
2440	redding		1	
2441	uscarbonfee	['us', 'carbon', 'fee']	1	
2442	palaeointhepub		1	
2443	carbontaxscam	['carbon', 'tax', 'scam']	1	
2444	lifestylefaith	['lifestyle', 'faith']	1	
2445	funeralforcoal	['funeral', 'for', 'coal']	2	
2446	nmwx		2	
2447	economicgrowth	['economic', 'growth']	1	
2448	watermanagement	['water', 'management']	2	1.0
2449	orientalafrica		1	
2450	engage		1	
2451	fpic	['f', 'pic']	1	
2452	njsmartcities		1	
2453	sainsburys		1	
2454	mwcs18		2	
2455	extinctionrebelion	['extinction', 'rebel', 'ion']	4	
2456	nuclearenergy	['nuclear', 'energy']	3	1.0
2457	zerohour	['zero', 'hour']	4	
2458	climatesolutions	['climate', 'solutions']	1	1.0
2459	letfishlive	['let', 'fish', 'live']	1	
2460	lessplastic	['less', 'plastic']	1	
2461	agw		9	6.0
2462	landconf2019		1	
2463	discoverisrael		2	
2464	rightsofnature	['rights', 'of', 'nature']	1	
2465	endcoal	['end', 'coal']	5	
2466	10billiontree	['10', 'billion', 'tree']	1	
2467	talanoadialogue		8	
2468	actnow	['act', 'now']	9	
2469	startup		4	4.0
2470	explosions		1	
2471	cyclonekenneth		2	
2472	changemymind	['change', 'my', 'mind']	1	
2473	stophddashuelotriver		1	
2474	tradewar	['trade', 'war']	1	
2475	worldrefugeeday	['world', 'refugee', 'day']	1	
2476	simplifiedapprovalprocess	['simplified', 'approval', 'process']	1	
2477	aerodays2019		1	
2478	icemelt	['ice', 'melt']	1	1.0
2479	refugees		5	4.0
2480	protect		3	
2481	dams		1	
2482	contrails		1	
2483	clp		1	
2484	oceanclimateaction	['ocean', 'climate', 'action']	2	
2485	liquidscience	['liquid', 'science']	2	
2486	stateofcorruption	['state', 'of', 'corruption']	1	
2487	ecopsychology		1	
2488	climatescam	['climate', 'scam']	2	
2489	pink4people	['pink', '4', 'people']	1	
2490	britishcolumbia		4	
2491	conspiracy		2	
2492	utpol		1	
2493	labor		1	4.0
2494	xmasinjuly		1	
2495	orderofcanada		3	
2496	endangeredspecies	['endangered', 'species']	2	2.0
2497	fnpoli		1	
2498	may1st	['may', '1', 'st']	1	
2499	pollutionalert	['pollution', 'alert']	1	
2500	nicchearing		7	
2501	poetryisart	['poetry', 'is', 'art']	1	
2502	streets		1	
2503	soilquality	['soil', 'quality']	1	
2504	fashion		1	1.0
2505	homophobic		1	
2506	westvirginia		1	
2507	corporatesustainability	['corporate', 'sustainability']	1	
2508	voters		2	3.0
2509	normal		1	
2510	vatican		3	
2511	premiumflooring	['premium', 'flooring']	1	
2512	artislife	['art', 'is', 'life']	2	
2513	everybreathmatters	['every', 'breath', 'matters']	1	
2514	prolife	['pro', 'life']	2	
2515	solutions4climate	['solutions', '4', 'climate']	1	
2516	melissaprice		3	
2517	sbwa17		1	
2518	airline		2	
2519	climatedata	['climate', 'data']	1	
2520	obamalegacy		1	
2521	planb	['plan', 'b']	1	
2522	zionism		1	
2523	confmtl		1	
2524	robotics		3	2.0
2525	ausvoteshealth	['a', 'us', 'votes', 'health']	2	
2526	farm365	['farm', '365']	6	
2527	freight		1	
2528	provide		1	
2529	bansingleuseplastic	['ban', 'single', 'use', 'plastic']	1	
2530	korvaamaton		5	
2531	diversityandinclusion	['diversity', 'and', 'inclusion']	1	
2532	colleague		1	
2533	2020		1	
2534	cleanuptheoceans	['cleanup', 'the', 'oceans']	1	
2535	energytransition	['energy', 'transition']	25	7.0
2536	humanitylove	['humanity', 'love']	1	
2537	donation		2	
2538	clgi2018		1	
2539	11yearsleft	['11', 'years', 'left']	1	
2540	groundswell		4	
2541	wecandoit	['we', 'can', 'do', 'it']	1	
2542	aust		1	
2543	cdw2019		1	
2544	amreading	['am', 'reading']	2	1.0
2545	worldoceansweek	['world', 'oceans', 'week']	2	
2546	climateactionpacificpartnership	['climate', 'action', 'pacific', 'partnership']	1	
2547	shivanshkhaad		1	
2548	cointelegraph	['coin', 'telegraph']	1	
2549	givepeatachance	['give', 'peat', 'a', 'chance']	1	
2550	rt		6	6.0
2551	led		1	1.0
2552	roevswade	['roe', 'vs', 'wade']	1	1.0
2553	bereminded	['be', 'reminded']	1	
2554	ownwhatyouown	['own', 'what', 'you', 'own']	1	
2555	thedamagereport	['the', 'damage', 'report']	1	
2556	fight		3	
2557	tree		2	
2558	resource		1	
2559	ak		1	
2560	baftas		1	
2561	uk		8	4.0
2562	populationgrowth	['population', 'growth']	1	1.0
2563	spirituality		2	
2564	urbanforest	['urban', 'forest']	1	
2565	qalert	['q', 'alert']	2	
2566	sunspots		1	
2567	gibraltar		1	
2568	zeb		2	
2569	cryptominingfarm		1	
2570	footprint		1	
2571	netflix		1	1.0
2572	tulsa		1	
2573	coralbleaching	['coral', 'bleaching']	1	1.0
2574	cyclonefani	['cyclone', 'fan', 'i']	1	
2575	georginadowner		1	
2576	inbar	['in', 'bar']	1	
2577	greataustralianbight		1	
2578	hot		1	
2579	heartland		1	
2580	households		1	
2581	storm		2	
2582	imagination		1	
2583	han		1	
2584	bipartisanclimate	['bipartisan', 'climate']	1	
2585	climateinjustice	['climate', 'injustice']	1	
2586	oze	['oz', 'e']	3	
2587	pipelines		1	
2588	photos		1	
2589	livelihood		1	
2590	climatecycles	['climate', 'cycles']	1	
2591	now		2	
2592	naturelovers	['nature', 'lovers']	1	1.0
2593	kirkwall		1	
2594	planning		1	
2595	vulnerability		2	2.0
2596	walkthetalk	['walk', 'the', 'talk']	1	
2597	desertification		3	1.0
2598	coralreefs	['coral', 'reefs']	12	3.0
2599	fires		1	1.0
2600	liberal		3	
2601	prabhustudio		1	
2602	bigmoney	['big', 'money']	7	
2603	wmds		1	
2604	running		1	
2605	ゴジラ		1	
2606	buscuts	['bus', 'cuts']	1	
2607	abef2018		1	
2608	exmarkets	['ex', 'markets']	1	
2609	rwanda		3	2.0
2610	wellington		1	1.0
2611	reforestation		1	4.0
2612	harmonyday	['harmony', 'day']	1	
2613	blacklivesmatter	['black', 'lives', 'matter']	1	
2614	climatesolution	['climate', 'solution']	3	
2615	vinegrowersknow	['vine', 'growers', 'know']	1	
2616	sundaybrunch		1	
2617	cawater	['ca', 'water']	1	1.0
2618	cakifornia		1	
2619	forabetterfuture	['for', 'a', 'better', 'future']	1	
2620	cnn		3	2.0
2621	skybastard	['sky', 'bastard']	8	
2622	fossilfree	['fossil', 'free']	8	2.0
2623	tw4se		1	
2624	womensland		1	
2625	bluebook	['blue', 'book']	1	
2626	blog		3	8.0
2627	endgame		1	
2628	poetryislife	['poetry', 'is', 'life']	1	
2629	dishonest		1	
2630	grantham		1	
2631	queensland		1	1.0
2632	lakechad	['lake', 'chad']	1	
2633	ms4cr		1	
2634	insanity		4	2.0
2635	impeachbarrfirst		1	
2636	takeactionnow	['take', 'action', 'now']	1	1.0
2637	corporations		1	1.0
2638	data		5	3.0
2639	gameofthrones	['game', 'of', 'thrones']	6	
2640	pakistanleadswithpeace		1	
2641	peoplepower	['people', 'power']	2	
2642	animallove	['animal', 'love']	1	
2643	workers		2	
2644	opstopchemtrails	['op', 'stop', 'chem', 'trails']	8	
2645	noplant19	['no', 'plant', '19']	1	
2646	iuhpe2019		5	
2647	art		9	12.0
2648	lies		3	
2649	mgbooks	['mg', 'books']	1	
2650	soil		5	8.0
2651	england		1	1.0
2652	cofi33	['c', 'of', 'i', '33']	4	
2653	onstorm	['on', 'storm']	2	
2654	enkinginternational	['en', 'king', 'international']	3	
2655	onu	['on', 'u']	1	
2656	lineups		1	
2657	dollar		2	
2658	ndis		2	
2659	worldmigratorybirdday	['world', 'migratory', 'bird', 'day']	4	
2660	pesticides		3	
2661	neclimate		1	
2662	ev100		1	1.0
2663	weakandy		2	
2664	steam		2	1.0
2665	truthtopower	['truth', 'to', 'power']	1	
2666	moron		1	
2667	guatemala		1	
2668	amsterdam		1	
2669	climatechangethefacts	['climate', 'change', 'the', 'facts']	20	
2670	csso	['cs', 'so']	1	
2671	circulation		1	
2672	spreadawareness	['spread', 'awareness']	16	
2673	carbonfoodprint	['carbon', 'food', 'print']	1	
2674	environmentalcollapse	['environmental', 'collapse']	1	
2675	turkiye		1	
2676	laugh		1	
2677	impeachdonaldtrump		1	
2678	standforsalmon	['stand', 'for', 'salmon']	6	
2679	letindiabreathe		1	
2680	lionesses		1	
2681	untrue		1	
2682	vawg		1	
2683	cannes2018		1	
2684	nogranitebridgepipeline	['no', 'granite', 'bridge', 'pipeline']	1	
2685	wakeupunk	['wake', 'u', 'punk']	1	
2686	eccwo18		3	
2687	carbonnet	['carbon', 'net']	1	
2688	bems	['be', 'ms']	1	
2689	protectourfarms	['protect', 'our', 'farms']	1	
2690	weathermodification	['weather', 'modification']	3	
2691	fossilgas	['fossil', 'gas']	1	
2692	bayer		1	
2693	rajoy		1	
2694	business		7	7.0
2695	puffins		12	4.0
2696	goielts		2	
2697	bluezones	['blue', 'zones']	1	
2698	rpmsnapshot	['rpm', 'snapshot']	1	
2699	journalismmatters	['journalism', 'matters']	1	
2700	youth4climate	['youth', '4', 'climate']	2	
2701	phdlife		1	
2702	rights		1	
2703	fluidarity		1	
2704	royalty		2	
2705	siliguri		1	
2706	australianrat		1	
2707	environmentaldefenders	['environmental', 'defenders']	5	
2708	maharashtra		1	
2709	autism		1	
2710	communitysolutions	['community', 'solutions']	1	
2711	doomsday		1	1.0
2712	newideas	['new', 'ideas']	1	
2713	turnbull		1	
2714	blueeconomy	['blue', 'economy']	3	
2715	worldheritage	['world', 'heritage']	3	
2716	lakeerie		1	
2717	evespoliticsenvironment	['eves', 'politics', 'environment']	1	
2718	endfossilfuels	['end', 'fossil', 'fuels']	1	
2719	juncker		1	
2720	lcaw2019	['l', 'caw', '2019']	1	
2721	eutransport		1	
2722	journalists		1	
2723	ug4ph		2	
2724	eclectricity		3	
2725	hurricaneprep	['hurricane', 'prep']	1	
2726	greennewdeal	['green', 'new', 'deal']	1	196.0
2727	live		1	
2728	algaeblooms	['algae', 'blooms']	1	
2729	nasa_app		1	
2730	newfoundland		1	
2731	agchat		1	
2732	book		1	
2733	mepc72		1	
2734	apsidconceptoftheday		1	
2735	machinevision	['machine', 'vision']	1	
2736	businessrisks	['business', 'risks']	1	
2737	map		3	
2738	solid		1	
2739	willtuttle		1	
2740	youthday	['youth', 'day']	2	
2741	tagesschau		1	
2742	lnpfail		1	6.0
2743	burgos		1	
2744	mybodymychoice	['my', 'body', 'my', 'choice']	1	
2745	besmart	['be', 'smart']	1	
2746	startups	['startup', 's']	5	5.0
2747	wheatstone	['wheat', 'stone']	1	
2748	fitcouple	['fit', 'couple']	1	
2749	humanitariancrisis	['humanitarian', 'crisis']	1	
2750	prosumers		3	
2751	speakenglish		1	
2752	minesto	['mines', 'to']	2	
2753	israeli		1	
2754	knowledge		2	2.0
2755	idl2019		1	
2756	cleanairnow	['clean', 'air', 'now']	1	1.0
2757	implement2030	['implement', '2030']	1	
2758	corn		1	
2759	taxcutsfortherich	['tax', 'cuts', 'for', 'the', 'rich']	1	
2760	lisbon		1	
2761	g7oceans	['g', '7', 'oceans']	3	
2762	hiking		1	
2763	video		1	1.0
2764	accused		1	
2765	flightfree2020	['flight', 'free', '2020']	1	
2766	weekend		1	
2767	lymedisease		2	
2768	offfossilfuels	['off', 'fossil', 'fuels']	1	
2769	earthday18	['earth', 'day', '18']	2	
2770	bombcyclone	['bomb', 'cyclone']	1	
2771	feelthebern		4	
2772	didyouknow	['did', 'you', 'know']	1	
2773	abortion		1	
2774	roadtripchat	['road', 'trip', 'chat']	1	
2775	saas		1	4.0
2776	freethebear	['free', 'the', 'bear']	2	
2777	kooyong		6	
2778	stopclimatechange	['stop', 'climate', 'change']	1	
2779	rewilding		1	4.0
2780	bcgreens		4	
2781	election2020	['election', '2020']	2	
2782	airlines		2	
2783	wepublichealth	['we', 'public', 'health']	1	
2784	csr		5	1.0
2785	dmzkermit		1	
2786	iwlaw		1	
2787	gamejam	['game', 'jam']	2	
2788	poet_artist	['poet', 'artist']	1	
2789	scams		1	
2790	investments		2	3.0
2791	cites		1	
2792	sciart	['sci', 'art']	1	
2793	theforgottensolution	['the', 'forgotten', 'solution']	3	
2794	idaho		1	
2795	ethicalfashion	['ethical', 'fashion']	4	
2796	hvac	['h', 'vac']	1	
2797	thisisrussia		1	
2798	waterenergynexus	['water', 'energy', 'nexus']	1	
2799	treeplanting	['tree', 'planting']	1	
2800	icesheetmodelling		1	
2801	denialmode	['denial', 'mode']	1	
2802	eubudget		2	
2803	forglobalchange	['for', 'global', 'change']	1	
2804	solarvariation	['solar', 'variation']	1	
2805	snowjob	['snow', 'job']	1	
2806	duststorms	['dust', 'storms']	1	1.0
2807	lovepulses	['love', 'pulses']	2	
2808	mozambiquefloods2019		2	
2809	coalfreeweek	['coal', 'free', 'week']	1	
2810	fmnr		1	
2811	koch		1	
2812	perception		1	
2813	celdf		1	
2814	iceberg		1	
2815	hrc40		1	
2816	notarsands		1	
2817	residential		1	
2818	verb		1	
2819	earthsave	['earth', 'save']	1	
2820	turkish		1	
2821	arctictogether	['arctic', 'together']	1	
2822	refuse		1	
2823	evolution		1	
2824	greenland		5	1.0
2825	releasethefullmuellerrport		5	
2826	adaption		1	
2827	dumping		1	
2828	shellknew	['shell', 'knew']	1	
2829	midwinter		1	
2830	disasterrecovery	['disaster', 'recovery']	1	
2831	af2018		4	
2832	anthropogenic		1	
2833	watergrows	['water', 'grows']	1	
2834	shrimp		1	
2835	biotech		1	
2836	notankers	['no', 'tankers']	4	
2837	animalovers	['animal', 'over', 's']	1	
2838	architecturecentric		1	
2839	chemicals		1	
2840	conservation		14	13.0
2841	mammal		1	
2842	charleseisenstein		1	
2843	usi2018		1	
2844	humanchain	['human', 'chain']	2	
2845	norwich		3	
2846	auspol19	['a', 'us', 'pol', '19']	1	
2847	furnacefriday		1	
2848	cleanworld	['clean', 'world']	1	
2849	somaliregion		1	
2850	micdrop	['mic', 'drop']	1	
2851	20abr		1	
2852	gogreengujarat		1	
2853	zevchallenge		1	
2854	foodsecurity	['food', 'security']	17	12.0
2855	study		1	
2856	westernnorway		1	
2857	heatpower	['heat', 'power']	1	
2858	educationmatters	['education', 'matters']	1	
2859	connectedcars	['connected', 'cars']	1	
2860	nonaturaldisasters	['no', 'natural', 'disasters']	1	
2861	greener		1	
2862	amwriting	['am', 'writing']	1	
2863	gorillas		2	
2864	israel		4	1.0
2865	antiabortion		1	
2866	wordsoundpowerto	['word', 'sound', 'power', 'to']	2	
2867	doesnotdecompose	['does', 'not', 'decompose']	1	
2868	action		1	2.0
2869	sand	['s', 'and']	1	
2870	citizenship		2	
2871	wheresrbg		1	
2872	worldmalariaday	['world', 'malaria', 'day']	1	
2873	lapol	['la', 'pol']	1	
2874	globaldeathpanel	['global', 'death', 'panel']	1	
2875	scifi		2	
2876	explosion		1	4.0
2877	coral		1	3.0
2878	newjersey	['new', 'jersey']	1	
2879	planetorplastic	['planet', 'or', 'plastic']	1	
2880	nbcct		1	
2881	newgreenhorsemanuredeal	['new', 'green', 'horse', 'manure', 'deal']	1	
2882	eatfortheplanet	['eat', 'for', 'the', 'planet']	2	
2883	pr		1	
2884	published		1	
2885	ipcc		10	13.0
2886	lobster		4	1.0
2887	impeachhim	['impeach', 'him']	1	
2888	memorialday2018	['memorial', 'day', '2018']	1	
2889	rains		2	2.0
2890	30daysofbiking	['30', 'days', 'of', 'biking']	1	
2891	fmcg		1	
2892	gp2019geneva		2	
2893	wakeupworld	['wake', 'up', 'world']	1	
2894	tewa		1	
2895	b2b	['b', '2', 'b']	3	
2896	ghizer		1	
2897	wisdom		6	1.0
2898	energiasolar		1	
2899	electionresults2019	['election', 'results', '2019']	1	
2900	capacities		1	
2901	globalsolutions	['global', 'solutions']	3	
2902	purduedayofgiving		1	
2903	climatesummit	['climate', 'summit']	1	1.0
2904	shareourplanet	['share', 'our', 'planet']	1	
2905	gasprices	['gas', 'prices']	1	
2906	penguin		1	1.0
2907	sustainag		1	
2908	needforanewtoolbox	['need', 'for', 'a', 'new', 'toolbox']	1	
2909	ar6		3	1.0
2910	fac		1	
2911	15mars	['15', 'mars']	1	
2912	modely	['model', 'y']	1	
2913	hate		1	
2914	greenbuilding	['green', 'building']	7	4.0
2915	csg		2	1.0
2916	trump2020landslide	['trump', '2020', 'landslide']	1	
2917	dtla		1	
2918	savetheearth	['save', 'the', 'earth']	1	3.0
2919	carbonneutral	['carbon', 'neutral']	3	7.0
2920	glacialmelt	['glacial', 'melt']	1	
2921	propaganda		7	
2922	best		1	
2923	labour		1	2.0
2924	procurement		2	4.0
2925	sb32		1	
2926	learnenglish		1	
2927	cook		1	
2928	mapoli		3	1.0
2929	coalition		1	
2930	resilientbay	['resilient', 'bay']	2	
2931	priceonpollution	['price', 'on', 'pollution']	5	
2932	a		1	
2933	syria		4	
2934	shale		1	
2935	qescholar		1	
2936	zera	['z', 'era']	1	
2937	everydropcounts	['every', 'drop', 'counts']	1	
2938	savethebees	['save', 'the', 'bees']	2	1.0
2939	americandream16		1	
2940	climateleadersdontbuildpipelines		1	
2941	pandas		2	
2942	ganfeng		2	
2943	mediaworkshop	['media', 'workshop']	1	
2944	earthnews	['earth', 'news']	1	
2945	thisiskemira		1	
2946	cagw		2	
2947	internet		2	
2948	noahsark		1	
2949	sustainableliving	['sustainable', 'living']	5	
2950	gefassembly		3	
2951	nonprofit		2	
2952	gooddoofficial	['good', 'do', 'official']	1	
2953	climatekids	['climate', 'kids']	1	
2954	iran		6	3.0
2955	midterms		1	
2956	boschapc		1	
2957	esg	['es', 'g']	10	9.0
2958	sweden		4	1.0
2959	help		1	
2960	climateaction	['climate', 'action']	467	359.0
2961	southeastasia		1	
2962	backbritainsbid		1	
2963	farm		3	2.0
2964	sac19	['sac', '19']	1	1.0
2965	plastics		3	2.0
2966	standfortrees	['stand', 'for', 'trees']	2	
2967	mussels		1	
2968	ibpes7		1	
2969	blueoregon		3	
2970	fieldexperiments	['field', 'experiments']	1	
2971	cricket		1	
2972	schoolstrike	['school', 'strike']	2	
2973	sealevel	['sea', 'level']	2	3.0
2974	solarenergy	['solar', 'energy']	17	11.0
2975	justtransition	['just', 'transition']	4	4.0
